# Knoten des beweglichen Netzes in einem Fenster um die Austrittskante.
shape,i,j,r_m,z_m
pi+0.00,33,167,1.016521408e-05,4.463907013e-05
pi+0.00,34,167,1.035205666e-05,4.463907013e-05
pi+0.00,35,167,1.056377494e-05,4.463907013e-05
pi+0.00,36,167,1.080333583e-05,4.463907013e-05
pi+0.00,37,167,1.107454247e-05,4.463907013e-05
pi+0.00,38,167,1.138175433e-05,4.463907013e-05
pi+0.00,0,168,0.000000000e+00,5.070790833e-05
pi+0.00,1,168,3.457928304e-07,5.070790833e-05
pi+0.00,2,168,7.390462315e-07,5.070790833e-05
pi+0.00,3,168,1.186568459e-06,5.070790833e-05
pi+0.00,4,168,1.696085312e-06,5.070790833e-05
pi+0.00,5,168,2.242036574e-06,5.070790833e-05
pi+0.00,6,168,2.728788634e-06,5.070790833e-05
pi+0.00,7,168,3.156170042e-06,5.070790833e-05
pi+0.00,8,168,3.531869760e-06,5.070790833e-05
pi+0.00,9,168,3.862049691e-06,5.070790833e-05
pi+0.00,10,168,4.151961149e-06,5.070790833e-05
pi+0.00,11,168,4.406719149e-06,5.070790833e-05
pi+0.00,12,168,4.630479836e-06,5.070790833e-05
pi+0.00,13,168,4.827106181e-06,5.070790833e-05
pi+0.00,14,168,5.000000000e-06,5.070790833e-05
pi+0.00,15,168,5.162361207e-06,5.070790833e-05
pi+0.00,16,168,5.345713707e-06,5.070790833e-05
pi+0.00,17,168,5.552871476e-06,5.070790833e-05
pi+0.00,18,168,5.786922010e-06,5.070790833e-05
pi+0.00,19,168,6.051346669e-06,5.070790833e-05
pi+0.00,20,168,6.350333592e-06,5.070790833e-05
pi+0.00,21,168,6.687926793e-06,5.070790833e-05
pi+0.00,22,168,7.069311812e-06,5.070790833e-05
pi+0.00,23,168,7.500000000e-06,5.070790833e-05
pi+0.00,24,168,7.930688188e-06,5.070790833e-05
pi+0.00,25,168,8.312073207e-06,5.070790833e-05
pi+0.00,26,168,8.649666408e-06,5.070790833e-05
pi+0.00,27,168,8.948653331e-06,5.070790833e-05
pi+0.00,28,168,9.213077990e-06,5.070790833e-05
pi+0.00,29,168,9.447128524e-06,5.070790833e-05
pi+0.00,30,168,9.654286293e-06,5.070790833e-05
pi+0.00,31,168,9.837638793e-06,5.070790833e-05
pi+0.00,32,168,1.000000000e-05,5.070790833e-05
pi+0.00,33,168,1.016521408e-05,5.070790833e-05
pi+0.00,34,168,1.035205666e-05,5.070790833e-05
pi+0.00,35,168,1.056377494e-05,5.070790833e-05
pi+0.00,36,168,1.080333583e-05,5.070790833e-05
pi+0.00,37,168,1.107454247e-05,5.070790833e-05
pi+0.00,38,168,1.138175433e-05,5.070790833e-05
pi+1.50,0,108,0.000000000e+00,-5.143801063e-05
pi+1.50,1,108,3.457928304e-07,-5.143801063e-05
pi+1.50,2,108,7.390462315e-07,-5.143801063e-05
pi+1.50,3,108,1.186568459e-06,-5.143801063e-05
pi+1.50,4,108,1.696085312e-06,-5.143801063e-05
pi+1.50,5,108,2.242036574e-06,-5.143801063e-05
pi+1.50,6,108,2.728788634e-06,-5.143801063e-05
pi+1.50,7,108,3.156170042e-06,-5.143801063e-05
pi+1.50,8,108,3.531869760e-06,-5.143801063e-05
pi+1.50,9,108,3.862049691e-06,-5.143801063e-05
pi+1.50,10,108,4.151961149e-06,-5.143801063e-05
pi+1.50,11,108,4.406719149e-06,-5.143801063e-05
pi+1.50,12,108,4.630479836e-06,-5.143801063e-05
pi+1.50,13,108,4.827106181e-06,-5.143801063e-05
pi+1.50,14,108,5.000000000e-06,-5.143801063e-05
pi+1.50,15,108,5.440745790e-06,-5.143801063e-05
pi+1.50,16,108,5.938474551e-06,-5.143801063e-05
pi+1.50,17,108,6.500825103e-06,-5.143801063e-05
pi+1.50,18,108,7.136178767e-06,-5.143801063e-05
pi+1.50,19,108,7.853986040e-06,-5.143801063e-05
pi+1.50,20,108,8.665616047e-06,-5.143801063e-05
pi+1.50,21,108,9.582046669e-06,-5.143801063e-05
pi+1.50,22,108,1.061735458e-05,-5.143801063e-05
pi+1.50,23,108,1.178650089e-05,-5.143801063e-05
pi+1.50,24,108,1.295564719e-05,-5.143801063e-05
pi+1.50,25,108,1.399095510e-05,-5.143801063e-05
pi+1.50,26,108,1.490738572e-05,-5.143801063e-05
pi+1.50,27,108,1.571901573e-05,-5.143801063e-05
pi+1.50,28,108,1.643682300e-05,-5.143801063e-05
pi+1.50,29,108,1.707217667e-05,-5.143801063e-05
pi+1.50,30,108,1.763452722e-05,-5.143801063e-05
pi+1.50,31,108,1.813225598e-05,-5.143801063e-05
pi+1.50,32,108,1.857300177e-05,-5.143801063e-05
pi+1.50,33,108,1.873076122e-05,-5.143801063e-05
pi+1.50,34,108,1.890917326e-05,-5.143801063e-05
pi+1.50,35,108,1.911133859e-05,-5.143801063e-05
pi+1.50,36,108,1.934009023e-05,-5.143801063e-05
pi+1.50,37,108,1.959905974e-05,-5.143801063e-05
pi+1.50,38,108,1.989240988e-05,-5.143801063e-05
pi+1.50,0,109,0.000000000e+00,-4.628010234e-05
pi+1.50,1,109,3.457928304e-07,-4.628010234e-05
pi+1.50,2,109,7.390462315e-07,-4.628010234e-05
pi+1.50,3,109,1.186568459e-06,-4.628010234e-05
pi+1.50,4,109,1.696085312e-06,-4.628010234e-05
pi+1.50,5,109,2.242036574e-06,-4.628010234e-05
pi+1.50,6,109,2.728788634e-06,-4.628010234e-05
pi+1.50,7,109,3.156170042e-06,-4.628010234e-05
pi+1.50,8,109,3.531869760e-06,-4.628010234e-05
pi+1.50,9,109,3.862049691e-06,-4.628010234e-05
pi+1.50,10,109,4.151961149e-06,-4.628010234e-05
pi+1.50,11,109,4.406719149e-06,-4.628010234e-05
pi+1.50,12,109,4.630479836e-06,-4.628010234e-05
pi+1.50,13,109,4.827106181e-06,-4.628010234e-05
pi+1.50,14,109,5.000000000e-06,-4.628010234e-05
pi+1.50,15,109,5.412830982e-06,-4.628010234e-05
pi+1.50,16,109,5.879035898e-06,-4.628010234e-05
pi+1.50,17,109,6.405769758e-06,-4.628010234e-05
pi+1.50,18,109,7.000883049e-06,-4.628010234e-05
pi+1.50,19,109,7.673227716e-06,-4.628010234e-05
pi+1.50,20,109,8.433452819e-06,-4.628010234e-05
pi+1.50,21,109,9.291840949e-06,-4.628010234e-05
pi+1.50,22,109,1.026157723e-05,-4.628010234e-05
pi+1.50,23,109,1.135667519e-05,-4.628010234e-05
pi+1.50,24,109,1.245177316e-05,-4.628010234e-05
pi+1.50,25,109,1.342150944e-05,-4.628010234e-05
pi+1.50,26,109,1.427989757e-05,-4.628010234e-05
pi+1.50,27,109,1.504012267e-05,-4.628010234e-05
pi+1.50,28,109,1.571246734e-05,-4.628010234e-05
pi+1.50,29,109,1.630758063e-05,-4.628010234e-05
pi+1.50,30,109,1.683431449e-05,-4.628010234e-05
pi+1.50,31,109,1.730051941e-05,-4.628010234e-05
pi+1.50,32,109,1.771335039e-05,-4.628010234e-05
pi+1.50,33,109,1.787185735e-05,-4.628010234e-05
pi+1.50,34,109,1.805111475e-05,-4.628010234e-05
pi+1.50,35,109,1.825423800e-05,-4.628010234e-05
pi+1.50,36,109,1.848407353e-05,-4.628010234e-05
pi+1.50,37,109,1.874427011e-05,-4.628010234e-05
pi+1.50,38,109,1.903901022e-05,-4.628010234e-05
pi+1.50,0,110,0.000000000e+00,-4.074964649e-05
pi+1.50,1,110,3.457928304e-07,-4.074964649e-05
pi+1.50,2,110,7.390462315e-07,-4.074964649e-05
pi+1.50,3,110,1.186568459e-06,-4.074964649e-05
pi+1.50,4,110,1.696085312e-06,-4.074964649e-05
pi+1.50,5,110,2.242036574e-06,-4.074964649e-05
pi+1.50,6,110,2.728788634e-06,-4.074964649e-05
pi+1.50,7,110,3.156170042e-06,-4.074964649e-05
pi+1.50,8,110,3.531869760e-06,-4.074964649e-05
pi+1.50,9,110,3.862049691e-06,-4.074964649e-05
pi+1.50,10,110,4.151961149e-06,-4.074964649e-05
pi+1.50,11,110,4.406719149e-06,-4.074964649e-05
pi+1.50,12,110,4.630479836e-06,-4.074964649e-05
pi+1.50,13,110,4.827106181e-06,-4.074964649e-05
pi+1.50,14,110,5.000000000e-06,-4.074964649e-05
pi+1.50,15,110,5.382899933e-06,-4.074964649e-05
pi+1.50,16,110,5.815304085e-06,-4.074964649e-05
pi+1.50,17,110,6.303848715e-06,-4.074964649e-05
pi+1.50,18,110,6.855815134e-06,-4.074964649e-05
pi+1.50,19,110,7.479413505e-06,-4.074964649e-05
pi+1.50,20,110,8.184520809e-06,-4.074964649e-05
pi+1.50,21,110,8.980674129e-06,-4.074964649e-05
pi+1.50,22,110,9.880102638e-06,-4.074964649e-05
pi+1.50,23,110,1.089580387e-05,-4.074964649e-05
pi+1.50,24,110,1.191150511e-05,-4.074964649e-05
pi+1.50,25,110,1.281093362e-05,-4.074964649e-05
pi+1.50,26,110,1.360708694e-05,-4.074964649e-05
pi+1.50,27,110,1.431219424e-05,-4.074964649e-05
pi+1.50,28,110,1.493579261e-05,-4.074964649e-05
pi+1.50,29,110,1.548775903e-05,-4.074964649e-05
pi+1.50,30,110,1.597630366e-05,-4.074964649e-05
pi+1.50,31,110,1.640870782e-05,-4.074964649e-05
pi+1.50,32,110,1.679160775e-05,-4.074964649e-05
pi+1.50,33,110,1.695091621e-05,-4.074964649e-05
pi+1.50,34,110,1.713108004e-05,-4.074964649e-05
pi+1.50,35,110,1.733523038e-05,-4.074964649e-05
pi+1.50,36,110,1.756622809e-05,-4.074964649e-05
pi+1.50,37,110,1.782774037e-05,-4.074964649e-05
pi+1.50,38,110,1.812397085e-05,-4.074964649e-05
pi+1.50,0,111,0.000000000e+00,-3.579485348e-05
pi+1.50,1,111,3.457928304e-07,-3.579485348e-05
pi+1.50,2,111,7.390462315e-07,-3.579485348e-05
pi+1.50,3,111,1.186568459e-06,-3.579485348e-05
pi+1.50,4,111,1.696085312e-06,-3.579485348e-05
pi+1.50,5,111,2.242036574e-06,-3.579485348e-05
pi+1.50,6,111,2.728788634e-06,-3.579485348e-05
pi+1.50,7,111,3.156170042e-06,-3.579485348e-05
pi+1.50,8,111,3.531869760e-06,-3.579485348e-05
pi+1.50,9,111,3.862049691e-06,-3.579485348e-05
pi+1.50,10,111,4.151961149e-06,-3.579485348e-05
pi+1.50,11,111,4.406719149e-06,-3.579485348e-05
pi+1.50,12,111,4.630479836e-06,-3.579485348e-05
pi+1.50,13,111,4.827106181e-06,-3.579485348e-05
pi+1.50,14,111,5.000000000e-06,-3.579485348e-05
pi+1.50,15,111,5.356084394e-06,-3.579485348e-05
pi+1.50,16,111,5.758206090e-06,-3.579485348e-05
pi+1.50,17,111,6.212536591e-06,-3.579485348e-05
pi+1.50,18,111,6.725847278e-06,-3.579485348e-05
pi+1.50,19,111,7.305773334e-06,-3.579485348e-05
pi+1.50,20,111,7.961500027e-06,-3.579485348e-05
pi+1.50,21,111,8.701896533e-06,-3.579485348e-05
pi+1.50,22,111,9.538335581e-06,-3.579485348e-05
pi+1.50,23,111,1.048290446e-05,-3.579485348e-05
pi+1.50,24,111,1.142747333e-05,-3.579485348e-05
pi+1.50,25,111,1.226391238e-05,-3.579485348e-05
pi+1.50,26,111,1.300430889e-05,-3.579485348e-05
pi+1.50,27,111,1.366003558e-05,-3.579485348e-05
pi+1.50,28,111,1.423996163e-05,-3.579485348e-05
pi+1.50,29,111,1.475327232e-05,-3.579485348e-05
pi+1.50,30,111,1.520760282e-05,-3.579485348e-05
pi+1.50,31,111,1.560972452e-05,-3.579485348e-05
pi+1.50,32,111,1.596580891e-05,-3.579485348e-05
pi+1.50,33,111,1.612583544e-05,-3.579485348e-05
pi+1.50,34,111,1.630681135e-05,-3.579485348e-05
pi+1.50,35,111,1.651188189e-05,-3.579485348e-05
pi+1.50,36,111,1.674392080e-05,-3.579485348e-05
pi+1.50,37,111,1.700661183e-05,-3.579485348e-05
pi+1.50,38,111,1.730417755e-05,-3.579485348e-05
pi+1.50,0,112,0.000000000e+00,-3.142684392e-05
pi+1.50,1,112,3.457928304e-07,-3.142684392e-05
pi+1.50,2,112,7.390462315e-07,-3.142684392e-05
pi+1.50,3,112,1.186568459e-06,-3.142684392e-05
pi+1.50,4,112,1.696085312e-06,-3.142684392e-05
pi+1.50,5,112,2.242036574e-06,-3.142684392e-05
pi+1.50,6,112,2.728788634e-06,-3.142684392e-05
pi+1.50,7,112,3.156170042e-06,-3.142684392e-05
pi+1.50,8,112,3.531869760e-06,-3.142684392e-05
pi+1.50,9,112,3.862049691e-06,-3.142684392e-05
pi+1.50,10,112,4.151961149e-06,-3.142684392e-05
pi+1.50,11,112,4.406719149e-06,-3.142684392e-05
pi+1.50,12,112,4.630479836e-06,-3.142684392e-05
pi+1.50,13,112,4.827106181e-06,-3.142684392e-05
pi+1.50,14,112,5.000000000e-06,-3.142684392e-05
pi+1.50,15,112,5.332444550e-06,-3.142684392e-05
pi+1.50,16,112,5.707870064e-06,-3.142684392e-05
pi+1.50,17,112,6.132038328e-06,-3.142684392e-05
pi+1.50,18,112,6.611271183e-06,-3.142684392e-05
pi+1.50,19,112,7.152696924e-06,-3.142684392e-05
pi+1.50,20,112,7.764891026e-06,-3.142684392e-05
pi+1.50,21,112,8.456133855e-06,-3.142684392e-05
pi+1.50,22,112,9.237043123e-06,-3.142684392e-05
pi+1.50,23,112,1.011890366e-05,-3.142684392e-05
pi+1.50,24,112,1.100076420e-05,-3.142684392e-05
pi+1.50,25,112,1.178167347e-05,-3.142684392e-05
pi+1.50,26,112,1.247291629e-05,-3.142684392e-05
pi+1.50,27,112,1.308511040e-05,-3.142684392e-05
pi+1.50,28,112,1.362653614e-05,-3.142684392e-05
pi+1.50,29,112,1.410576899e-05,-3.142684392e-05
pi+1.50,30,112,1.452993726e-05,-3.142684392e-05
pi+1.50,31,112,1.490536277e-05,-3.142684392e-05
pi+1.50,32,112,1.523780732e-05,-3.142684392e-05
pi+1.50,33,112,1.539846688e-05,-3.142684392e-05
pi+1.50,34,112,1.558015869e-05,-3.142684392e-05
pi+1.50,35,112,1.578604045e-05,-3.142684392e-05
pi+1.50,36,112,1.601899726e-05,-3.142684392e-05
pi+1.50,37,112,1.628272744e-05,-3.142684392e-05
pi+1.50,38,112,1.658147027e-05,-3.142684392e-05
pi+1.50,0,113,0.000000000e+00,-2.756990844e-05
pi+1.50,1,113,3.457928304e-07,-2.756990844e-05
pi+1.50,2,113,7.390462315e-07,-2.756990844e-05
pi+1.50,3,113,1.186568459e-06,-2.756990844e-05
pi+1.50,4,113,1.696085312e-06,-2.756990844e-05
pi+1.50,5,113,2.242036574e-06,-2.756990844e-05
pi+1.50,6,113,2.728788634e-06,-2.756990844e-05
pi+1.50,7,113,3.156170042e-06,-2.756990844e-05
pi+1.50,8,113,3.531869760e-06,-2.756990844e-05
pi+1.50,9,113,3.862049691e-06,-2.756990844e-05
pi+1.50,10,113,4.151961149e-06,-2.756990844e-05
pi+1.50,11,113,4.406719149e-06,-2.756990844e-05
pi+1.50,12,113,4.630479836e-06,-2.756990844e-05
pi+1.50,13,113,4.827106181e-06,-2.756990844e-05
pi+1.50,14,113,5.000000000e-06,-2.756990844e-05
pi+1.50,15,113,5.311570660e-06,-2.756990844e-05
pi+1.50,16,113,5.663423548e-06,-2.756990844e-05
pi+1.50,17,113,6.060958674e-06,-2.756990844e-05
pi+1.50,18,113,6.510100936e-06,-2.756990844e-05
pi+1.50,19,113,7.017531049e-06,-2.756990844e-05
pi+1.50,20,113,7.591286041e-06,-2.756990844e-05
pi+1.50,21,113,8.239126363e-06,-2.756990844e-05
pi+1.50,22,113,8.971003051e-06,-2.756990844e-05
pi+1.50,23,113,9.797492370e-06,-2.756990844e-05
pi+1.50,24,113,1.062398169e-05,-2.756990844e-05
pi+1.50,25,113,1.135585838e-05,-2.756990844e-05
pi+1.50,26,113,1.200369870e-05,-2.756990844e-05
pi+1.50,27,113,1.257745369e-05,-2.756990844e-05
pi+1.50,28,113,1.308488380e-05,-2.756990844e-05
pi+1.50,29,113,1.353402607e-05,-2.756990844e-05
pi+1.50,30,113,1.393156119e-05,-2.756990844e-05
pi+1.50,31,113,1.428341408e-05,-2.756990844e-05
pi+1.50,32,113,1.459498474e-05,-2.756990844e-05
pi+1.50,33,113,1.475620327e-05,-2.756990844e-05
pi+1.50,34,113,1.493852721e-05,-2.756990844e-05
pi+1.50,35,113,1.514512527e-05,-2.756990844e-05
pi+1.50,36,113,1.537889259e-05,-2.756990844e-05
pi+1.50,37,113,1.564354033e-05,-2.756990844e-05
pi+1.50,38,113,1.594332254e-05,-2.756990844e-05
pi+1.50,0,114,0.000000000e+00,-2.417096443e-05
pi+1.50,1,114,3.457928304e-07,-2.417096443e-05
pi+1.50,2,114,7.390462315e-07,-2.417096443e-05
pi+1.50,3,114,1.186568459e-06,-2.417096443e-05
pi+1.50,4,114,1.696085312e-06,-2.417096443e-05
pi+1.50,5,114,2.242036574e-06,-2.417096443e-05
pi+1.50,6,114,2.728788634e-06,-2.417096443e-05
pi+1.50,7,114,3.156170042e-06,-2.417096443e-05
pi+1.50,8,114,3.531869760e-06,-2.417096443e-05
pi+1.50,9,114,3.862049691e-06,-2.417096443e-05
pi+1.50,10,114,4.151961149e-06,-2.417096443e-05
pi+1.50,11,114,4.406719149e-06,-2.417096443e-05
pi+1.50,12,114,4.630479836e-06,-2.417096443e-05
pi+1.50,13,114,4.827106181e-06,-2.417096443e-05
pi+1.50,14,114,5.000000000e-06,-2.417096443e-05
pi+1.50,15,114,5.293175439e-06,-2.417096443e-05
pi+1.50,16,114,5.624254831e-06,-2.417096443e-05
pi+1.50,17,114,5.998319368e-06,-2.417096443e-05
pi+1.50,18,114,6.420944141e-06,-2.417096443e-05
pi+1.50,19,114,6.898415433e-06,-2.417096443e-05
pi+1.50,20,114,7.438295766e-06,-2.417096443e-05
pi+1.50,21,114,8.047887408e-06,-2.417096443e-05
pi+1.50,22,114,8.736553885e-06,-2.417096443e-05
pi+1.50,23,114,9.514247036e-06,-2.417096443e-05
pi+1.50,24,114,1.029194019e-05,-2.417096443e-05
pi+1.50,25,114,1.098060666e-05,-2.417096443e-05
pi+1.50,26,114,1.159019831e-05,-2.417096443e-05
pi+1.50,27,114,1.213007864e-05,-2.417096443e-05
pi+1.50,28,114,1.260754993e-05,-2.417096443e-05
pi+1.50,29,114,1.303017470e-05,-2.417096443e-05
pi+1.50,30,114,1.340423924e-05,-2.417096443e-05
pi+1.50,31,114,1.373531863e-05,-2.417096443e-05
pi+1.50,32,114,1.402849407e-05,-2.417096443e-05
pi+1.50,33,114,1.419020519e-05,-2.417096443e-05
pi+1.50,34,114,1.437308621e-05,-2.417096443e-05
pi+1.50,35,114,1.458031552e-05,-2.417096443e-05
pi+1.50,36,114,1.481479709e-05,-2.417096443e-05
pi+1.50,37,114,1.508025345e-05,-2.417096443e-05
pi+1.50,38,114,1.538095162e-05,-2.417096443e-05
pi+1.50,0,115,0.000000000e+00,-2.117211040e-05
pi+1.50,1,115,3.457928304e-07,-2.117211040e-05
pi+1.50,2,115,7.390462315e-07,-2.117211040e-05
pi+1.50,3,115,1.186568459e-06,-2.117211040e-05
pi+1.50,4,115,1.696085312e-06,-2.117211040e-05
pi+1.50,5,115,2.242036574e-06,-2.117211040e-05
pi+1.50,6,115,2.728788634e-06,-2.117211040e-05
pi+1.50,7,115,3.156170042e-06,-2.117211040e-05
pi+1.50,8,115,3.531869760e-06,-2.117211040e-05
pi+1.50,9,115,3.862049691e-06,-2.117211040e-05
pi+1.50,10,115,4.151961149e-06,-2.117211040e-05
pi+1.50,11,115,4.406719149e-06,-2.117211040e-05
pi+1.50,12,115,4.630479836e-06,-2.117211040e-05
pi+1.50,13,115,4.827106181e-06,-2.117211040e-05
pi+1.50,14,115,5.000000000e-06,-2.117211040e-05
pi+1.50,15,115,5.276945520e-06,-2.117211040e-05
pi+1.50,16,115,5.589696666e-06,-2.117211040e-05
pi+1.50,17,115,5.943053339e-06,-2.117211040e-05
pi+1.50,18,115,6.342281999e-06,-2.117211040e-05
pi+1.50,19,115,6.793320927e-06,-2.117211040e-05
pi+1.50,20,115,7.303313988e-06,-2.117211040e-05
pi+1.50,21,115,7.879159206e-06,-2.117211040e-05
pi+1.50,22,115,8.529701749e-06,-2.117211040e-05
pi+1.50,23,115,9.264342534e-06,-2.117211040e-05
pi+1.50,24,115,9.998983318e-06,-2.117211040e-05
pi+1.50,25,115,1.064952586e-05,-2.117211040e-05
pi+1.50,26,115,1.122537108e-05,-2.117211040e-05
pi+1.50,27,115,1.173536414e-05,-2.117211040e-05
pi+1.50,28,115,1.218640307e-05,-2.117211040e-05
pi+1.50,29,115,1.258563173e-05,-2.117211040e-05
pi+1.50,30,115,1.293898840e-05,-2.117211040e-05
pi+1.50,31,115,1.325173955e-05,-2.117211040e-05
pi+1.50,32,115,1.352868507e-05,-2.117211040e-05
pi+1.50,33,115,1.369083079e-05,-2.117211040e-05
pi+1.50,34,115,1.387420332e-05,-2.117211040e-05
pi+1.50,35,115,1.408198956e-05,-2.117211040e-05
pi+1.50,36,115,1.431710132e-05,-2.117211040e-05
pi+1.50,37,115,1.458327111e-05,-2.117211040e-05
pi+1.50,38,115,1.488477742e-05,-2.117211040e-05
pi+1.50,0,116,0.000000000e+00,-1.852802303e-05
pi+1.50,1,116,3.457928304e-07,-1.852802303e-05
pi+1.50,2,116,7.390462315e-07,-1.852802303e-05
pi+1.50,3,116,1.186568459e-06,-1.852802303e-05
pi+1.50,4,116,1.696085312e-06,-1.852802303e-05
pi+1.50,5,116,2.242036574e-06,-1.852802303e-05
pi+1.50,6,116,2.728788634e-06,-1.852802303e-05
pi+1.50,7,116,3.156170042e-06,-1.852802303e-05
pi+1.50,8,116,3.531869760e-06,-1.852802303e-05
pi+1.50,9,116,3.862049691e-06,-1.852802303e-05
pi+1.50,10,116,4.151961149e-06,-1.852802303e-05
pi+1.50,11,116,4.406719149e-06,-1.852802303e-05
pi+1.50,12,116,4.630479836e-06,-1.852802303e-05
pi+1.50,13,116,4.827106181e-06,-1.852802303e-05
pi+1.50,14,116,5.000000000e-06,-1.852802303e-05
pi+1.50,15,116,5.262635613e-06,-1.852802303e-05
pi+1.50,16,116,5.559226758e-06,-1.852802303e-05
pi+1.50,17,116,5.894325323e-06,-1.852802303e-05
pi+1.50,18,116,6.272925648e-06,-1.852802303e-05
pi+1.50,19,116,6.700659179e-06,-1.852802303e-05
pi+1.50,20,116,7.184300655e-06,-1.852802303e-05
pi+1.50,21,116,7.730391675e-06,-1.852802303e-05
pi+1.50,22,116,8.347320375e-06,-1.852802303e-05
pi+1.50,23,116,9.044001919e-06,-1.852802303e-05
pi+1.50,24,116,9.740683464e-06,-1.852802303e-05
pi+1.50,25,116,1.035761216e-05,-1.852802303e-05
pi+1.50,26,116,1.090370318e-05,-1.852802303e-05
pi+1.50,27,116,1.138734466e-05,-1.852802303e-05
pi+1.50,28,116,1.181507819e-05,-1.852802303e-05
pi+1.50,29,116,1.219367852e-05,-1.852802303e-05
pi+1.50,30,116,1.252877708e-05,-1.852802303e-05
pi+1.50,31,116,1.282536823e-05,-1.852802303e-05
pi+1.50,32,116,1.308800384e-05,-1.852802303e-05
pi+1.50,33,116,1.325053276e-05,-1.852802303e-05
pi+1.50,34,116,1.343433864e-05,-1.852802303e-05
pi+1.50,35,116,1.364261594e-05,-1.852802303e-05
pi+1.50,36,116,1.387828333e-05,-1.852802303e-05
pi+1.50,37,116,1.414508214e-05,-1.852802303e-05
pi+1.50,38,116,1.444730100e-05,-1.852802303e-05
pi+1.50,0,117,0.000000000e+00,-1.619535133e-05
pi+1.50,1,117,3.457928304e-07,-1.619535133e-05
pi+1.50,2,117,7.390462315e-07,-1.619535133e-05
pi+1.50,3,117,1.186568459e-06,-1.619535133e-05
pi+1.50,4,117,1.696085312e-06,-1.619535133e-05
pi+1.50,5,117,2.242036574e-06,-1.619535133e-05
pi+1.50,6,117,2.728788634e-06,-1.619535133e-05
pi+1.50,7,117,3.156170042e-06,-1.619535133e-05
pi+1.50,8,117,3.531869760e-06,-1.619535133e-05
pi+1.50,9,117,3.862049691e-06,-1.619535133e-05
pi+1.50,10,117,4.151961149e-06,-1.619535133e-05
pi+1.50,11,117,4.406719149e-06,-1.619535133e-05
pi+1.50,12,117,4.630479836e-06,-1.619535133e-05
pi+1.50,13,117,4.827106181e-06,-1.619535133e-05
pi+1.50,14,117,5.000000000e-06,-1.619535133e-05
pi+1.50,15,117,5.250011100e-06,-1.619535133e-05
pi+1.50,16,117,5.532345538e-06,-1.619535133e-05
pi+1.50,17,117,5.851336402e-06,-1.619535133e-05
pi+1.50,18,117,6.211737957e-06,-1.619535133e-05
pi+1.50,19,117,6.618910958e-06,-1.619535133e-05
pi+1.50,20,117,7.079304489e-06,-1.619535133e-05
pi+1.50,21,117,7.599145706e-06,-1.619535133e-05
pi+1.50,22,117,8.186419538e-06,-1.619535133e-05
pi+1.50,23,117,8.849612610e-06,-1.619535133e-05
pi+1.50,24,117,9.512805683e-06,-1.619535133e-05
pi+1.50,25,117,1.010007951e-05,-1.619535133e-05
pi+1.50,26,117,1.061992073e-05,-1.619535133e-05
pi+1.50,27,117,1.108031426e-05,-1.619535133e-05
pi+1.50,28,117,1.148748726e-05,-1.619535133e-05
pi+1.50,29,117,1.184788882e-05,-1.619535133e-05
pi+1.50,30,117,1.216687968e-05,-1.619535133e-05
pi+1.50,31,117,1.244921412e-05,-1.619535133e-05
pi+1.50,32,117,1.269922522e-05,-1.619535133e-05
pi+1.50,33,117,1.286209220e-05,-1.619535133e-05
pi+1.50,34,117,1.304628040e-05,-1.619535133e-05
pi+1.50,35,117,1.325499092e-05,-1.619535133e-05
pi+1.50,36,117,1.349114850e-05,-1.619535133e-05
pi+1.50,37,117,1.375850226e-05,-1.619535133e-05
pi+1.50,38,117,1.406134973e-05,-1.619535133e-05
pi+1.50,0,118,0.000000000e+00,-1.413703737e-05
pi+1.50,1,118,3.457928304e-07,-1.413703737e-05
pi+1.50,2,118,7.390462315e-07,-1.413703737e-05
pi+1.50,3,118,1.186568459e-06,-1.413703737e-05
pi+1.50,4,118,1.696085312e-06,-1.413703737e-05
pi+1.50,5,118,2.242036574e-06,-1.413703737e-05
pi+1.50,6,118,2.728788634e-06,-1.413703737e-05
pi+1.50,7,118,3.156170042e-06,-1.413703737e-05
pi+1.50,8,118,3.531869760e-06,-1.413703737e-05
pi+1.50,9,118,3.862049691e-06,-1.413703737e-05
pi+1.50,10,118,4.151961149e-06,-1.413703737e-05
pi+1.50,11,118,4.406719149e-06,-1.413703737e-05
pi+1.50,12,118,4.630479836e-06,-1.413703737e-05
pi+1.50,13,118,4.827106181e-06,-1.413703737e-05
pi+1.50,14,118,5.000000000e-06,-1.413703737e-05
pi+1.50,15,118,5.238871422e-06,-1.413703737e-05
pi+1.50,16,118,5.508625960e-06,-1.413703737e-05
pi+1.50,17,118,5.813403633e-06,-1.413703737e-05
pi+1.50,18,118,6.157746872e-06,-1.413703737e-05
pi+1.50,19,118,6.546777574e-06,-1.413703737e-05
pi+1.50,20,118,6.986657474e-06,-1.413703737e-05
pi+1.50,21,118,7.483336264e-06,-1.413703737e-05
pi+1.50,22,118,8.044443092e-06,-1.413703737e-05
pi+1.50,23,118,8.678086447e-06,-1.413703737e-05
pi+1.50,24,118,9.311729803e-06,-1.413703737e-05
pi+1.50,25,118,9.872836631e-06,-1.413703737e-05
pi+1.50,26,118,1.036951542e-05,-1.413703737e-05
pi+1.50,27,118,1.080939532e-05,-1.413703737e-05
pi+1.50,28,118,1.119842602e-05,-1.413703737e-05
pi+1.50,29,118,1.154276926e-05,-1.413703737e-05
pi+1.50,30,118,1.184754693e-05,-1.413703737e-05
