# Potential und Feldstaerke in einem festen Fenster, identisch fuer jede
# vorgeschriebene Form.  Punkte im Leiter tragen kein Feld und sind leer.
shape,r_m,z_m,phi_V,E_V_per_m
pi-1.50,2.333333333e-05,2.525000000e-05,1.080568003e+03,5.103572195e+06
pi-1.50,2.354166667e-05,2.525000000e-05,1.080225468e+03,5.086229232e+06
pi-1.50,2.375000000e-05,2.525000000e-05,1.079882933e+03,5.068898172e+06
pi-1.50,2.395833333e-05,2.525000000e-05,1.079540398e+03,5.051579137e+06
pi-1.50,2.416666667e-05,2.525000000e-05,1.079197862e+03,5.034272251e+06
pi-1.50,2.437500000e-05,2.525000000e-05,1.078854812e+03,5.017047820e+06
pi-1.50,2.458333333e-05,2.525000000e-05,1.078510489e+03,5.000007682e+06
pi-1.50,2.479166667e-05,2.525000000e-05,1.078166165e+03,4.982977263e+06
pi-1.50,2.500000000e-05,2.525000000e-05,1.077821841e+03,4.965956661e+06
pi-1.50,0.000000000e+00,2.550000000e-05,1.103517000e+03,6.471473821e+06
pi-1.50,2.083333333e-07,2.550000000e-05,1.103511481e+03,6.470903874e+06
pi-1.50,4.166666667e-07,2.550000000e-05,1.103503231e+03,6.470192679e+06
pi-1.50,6.250000000e-07,2.550000000e-05,1.103489682e+03,6.469172098e+06
pi-1.50,8.333333333e-07,2.550000000e-05,1.103471658e+03,6.467857862e+06
pi-1.50,1.041666667e-06,2.550000000e-05,1.103448222e+03,6.466183764e+06
pi-1.50,1.250000000e-06,2.550000000e-05,1.103421332e+03,6.464345222e+06
pi-1.50,1.458333333e-06,2.550000000e-05,1.103386556e+03,6.462018876e+06
pi-1.50,1.666666667e-06,2.550000000e-05,1.103351780e+03,6.459774325e+06
pi-1.50,1.875000000e-06,2.550000000e-05,1.103306315e+03,6.457064685e+06
pi-1.50,2.083333333e-06,2.550000000e-05,1.103259091e+03,6.454335574e+06
pi-1.50,2.291666667e-06,2.550000000e-05,1.103209000e+03,6.451413680e+06
pi-1.50,2.500000000e-06,2.550000000e-05,1.103149735e+03,6.447730232e+06
pi-1.50,2.708333333e-06,2.550000000e-05,1.103090471e+03,6.444129538e+06
pi-1.50,2.916666667e-06,2.550000000e-05,1.103021642e+03,6.439795412e+06
pi-1.50,3.125000000e-06,2.550000000e-05,1.102951771e+03,6.435457462e+06
pi-1.50,3.333333333e-06,2.550000000e-05,1.102874028e+03,6.430551442e+06
pi-1.50,3.541666667e-06,2.550000000e-05,1.102794520e+03,6.425584224e+06
pi-1.50,3.750000000e-06,2.550000000e-05,1.102707314e+03,6.420063004e+06
pi-1.50,3.958333333e-06,2.550000000e-05,1.102616853e+03,6.414353855e+06
pi-1.50,4.166666667e-06,2.550000000e-05,1.102522170e+03,6.408376180e+06
pi-1.50,4.375000000e-06,2.550000000e-05,1.102421779e+03,6.402012758e+06
pi-1.50,4.583333333e-06,2.550000000e-05,1.102316846e+03,6.395354564e+06
pi-1.50,4.791666667e-06,2.550000000e-05,1.102207479e+03,6.388412573e+06
pi-1.50,5.000000000e-06,2.550000000e-05,1.102093664e+03,6.380999383e+06
pi-1.50,5.208333333e-06,2.550000000e-05,1.101974632e+03,6.372849298e+06
pi-1.50,5.416666667e-06,2.550000000e-05,1.101851206e+03,6.364920532e+06
pi-1.50,5.625000000e-06,2.550000000e-05,1.101723332e+03,6.356712511e+06
pi-1.50,5.833333333e-06,2.550000000e-05,1.101591160e+03,6.348235663e+06
pi-1.50,6.041666667e-06,2.550000000e-05,1.101454845e+03,6.339500408e+06
pi-1.50,6.250000000e-06,2.550000000e-05,1.101312848e+03,6.330396632e+06
pi-1.50,6.458333333e-06,2.550000000e-05,1.101167128e+03,6.321069488e+06
pi-1.50,6.666666667e-06,2.550000000e-05,1.101018207e+03,6.311559920e+06
pi-1.50,6.875000000e-06,2.550000000e-05,1.100862643e+03,6.301602564e+06
pi-1.50,7.083333333e-06,2.550000000e-05,1.100705773e+03,6.291667844e+06
pi-1.50,7.291666667e-06,2.550000000e-05,1.100541251e+03,6.281880371e+06
pi-1.50,7.500000000e-06,2.550000000e-05,1.100376730e+03,6.272158573e+06
pi-1.50,7.708333333e-06,2.550000000e-05,1.100203694e+03,6.261988120e+06
pi-1.50,7.916666667e-06,2.550000000e-05,1.100030658e+03,6.251881378e+06
pi-1.50,8.125000000e-06,2.550000000e-05,1.099850304e+03,6.240679090e+06
pi-1.50,8.333333333e-06,2.550000000e-05,1.099668729e+03,6.229409273e+06
pi-1.50,8.541666667e-06,2.550000000e-05,1.099481047e+03,6.217729474e+06
pi-1.50,8.750000000e-06,2.550000000e-05,1.099290521e+03,6.205904923e+06
pi-1.50,8.958333333e-06,2.550000000e-05,1.099096695e+03,6.193899204e+06
pi-1.50,9.166666667e-06,2.550000000e-05,1.098897976e+03,6.181573025e+06
pi-1.50,9.375000000e-06,2.550000000e-05,1.098695785e+03,6.169054066e+06
pi-1.50,9.583333333e-06,2.550000000e-05,1.098490054e+03,6.156334154e+06
pi-1.50,9.791666667e-06,2.550000000e-05,1.098280732e+03,6.143407138e+06
pi-1.50,1.000000000e-05,2.550000000e-05,1.098067937e+03,6.129598740e+06
pi-1.50,1.020833333e-05,2.550000000e-05,1.097851088e+03,6.115666937e+06
pi-1.50,1.041666667e-05,2.550000000e-05,1.097630870e+03,6.102053010e+06
pi-1.50,1.062500000e-05,2.550000000e-05,1.097407290e+03,6.088268197e+06
pi-1.50,1.083333333e-05,2.550000000e-05,1.097180520e+03,6.074304656e+06
pi-1.50,1.104166667e-05,2.550000000e-05,1.096950247e+03,6.060148410e+06
pi-1.50,1.125000000e-05,2.550000000e-05,1.096716150e+03,6.045793728e+06
pi-1.50,1.145833333e-05,2.550000000e-05,1.096479494e+03,6.031312418e+06
pi-1.50,1.166666667e-05,2.550000000e-05,1.096239667e+03,6.016653693e+06
pi-1.50,1.187500000e-05,2.550000000e-05,1.095995982e+03,6.001794881e+06
pi-1.50,1.208333333e-05,2.550000000e-05,1.095750640e+03,5.986880348e+06
pi-1.50,1.229166667e-05,2.550000000e-05,1.095500405e+03,5.971685872e+06
pi-1.50,1.250000000e-05,2.550000000e-05,1.095249026e+03,5.956465476e+06
pi-1.50,1.270833333e-05,2.550000000e-05,1.094993230e+03,5.941011300e+06
pi-1.50,1.291666667e-05,2.550000000e-05,1.094735282e+03,5.925467780e+06
pi-1.50,1.312500000e-05,2.550000000e-05,1.094475551e+03,5.909858439e+06
pi-1.50,1.333333333e-05,2.550000000e-05,1.094210506e+03,5.893952577e+06
pi-1.50,1.354166667e-05,2.550000000e-05,1.093945462e+03,5.878093841e+06
pi-1.50,1.375000000e-05,2.550000000e-05,1.093676537e+03,5.862056679e+06
pi-1.50,1.395833333e-05,2.550000000e-05,1.093403893e+03,5.845847904e+06
pi-1.50,1.416666667e-05,2.550000000e-05,1.093131249e+03,5.829683342e+06
pi-1.50,1.437500000e-05,2.550000000e-05,1.092855339e+03,5.813362645e+06
pi-1.50,1.458333333e-05,2.550000000e-05,1.092574650e+03,5.796790396e+06
pi-1.50,1.479166667e-05,2.550000000e-05,1.092293961e+03,5.780259276e+06
pi-1.50,1.500000000e-05,2.550000000e-05,1.092013272e+03,5.763769637e+06
pi-1.50,1.520833333e-05,2.550000000e-05,1.091725063e+03,5.746931543e+06
pi-1.50,1.541666667e-05,2.550000000e-05,1.091435972e+03,5.730085276e+06
pi-1.50,1.562500000e-05,2.550000000e-05,1.091146880e+03,5.713276710e+06
pi-1.50,1.583333333e-05,2.550000000e-05,1.090857789e+03,5.696506176e+06
pi-1.50,1.604166667e-05,2.550000000e-05,1.090560780e+03,5.680283237e+06
pi-1.50,1.625000000e-05,2.550000000e-05,1.090263060e+03,5.664136545e+06
pi-1.50,1.645833333e-05,2.550000000e-05,1.089965340e+03,5.648020229e+06
pi-1.50,1.666666667e-05,2.550000000e-05,1.089667620e+03,5.631934549e+06
pi-1.50,1.687500000e-05,2.550000000e-05,1.089366473e+03,5.615906398e+06
pi-1.50,1.708333333e-05,2.550000000e-05,1.089060515e+03,5.599943014e+06
pi-1.50,1.729166667e-05,2.550000000e-05,1.088754556e+03,5.584005677e+06
pi-1.50,1.750000000e-05,2.550000000e-05,1.088448598e+03,5.568094609e+06
pi-1.50,1.770833333e-05,2.550000000e-05,1.088142639e+03,5.552210037e+06
pi-1.50,1.791666667e-05,2.550000000e-05,1.087830988e+03,5.535131018e+06
pi-1.50,1.812500000e-05,2.550000000e-05,1.087518125e+03,5.517819086e+06
pi-1.50,1.833333333e-05,2.550000000e-05,1.087205262e+03,5.500534475e+06
pi-1.50,1.854166667e-05,2.550000000e-05,1.086892399e+03,5.483277445e+06
pi-1.50,1.875000000e-05,2.550000000e-05,1.086575457e+03,5.465867055e+06
pi-1.50,1.895833333e-05,2.550000000e-05,1.086257223e+03,5.448424277e+06
pi-1.50,1.916666667e-05,2.550000000e-05,1.085938989e+03,5.431006306e+06
pi-1.50,1.937500000e-05,2.550000000e-05,1.085620033e+03,5.413415835e+06
pi-1.50,1.958333333e-05,2.550000000e-05,1.085297604e+03,5.394900128e+06
pi-1.50,1.979166667e-05,2.550000000e-05,1.084975174e+03,5.376409482e+06
pi-1.50,2.000000000e-05,2.550000000e-05,1.084652745e+03,5.357944158e+06
pi-1.50,2.020833333e-05,2.550000000e-05,1.084326824e+03,5.339440096e+06
pi-1.50,2.041666667e-05,2.550000000e-05,1.084000904e+03,5.320958604e+06
pi-1.50,2.062500000e-05,2.550000000e-05,1.083674983e+03,5.302499916e+06
pi-1.50,2.083333333e-05,2.550000000e-05,1.083346387e+03,5.284837777e+06
pi-1.50,2.104166667e-05,2.550000000e-05,1.083017201e+03,5.267364947e+06
pi-1.50,2.125000000e-05,2.550000000e-05,1.082688015e+03,5.249910430e+06
pi-1.50,2.145833333e-05,2.550000000e-05,1.082358142e+03,5.232481498e+06
pi-1.50,2.166666667e-05,2.550000000e-05,1.082025804e+03,5.215094979e+06
pi-1.50,2.187500000e-05,2.550000000e-05,1.081693466e+03,5.197724548e+06
pi-1.50,2.208333333e-05,2.550000000e-05,1.081361127e+03,5.180370367e+06
pi-1.50,2.229166667e-05,2.550000000e-05,1.081028385e+03,5.163043689e+06
pi-1.50,2.250000000e-05,2.550000000e-05,1.080693136e+03,5.145800876e+06
pi-1.50,2.270833333e-05,2.550000000e-05,1.080357886e+03,5.128571987e+06
pi-1.50,2.291666667e-05,2.550000000e-05,1.080022636e+03,5.111357164e+06
pi-1.50,2.312500000e-05,2.550000000e-05,1.079687387e+03,5.094156550e+06
pi-1.50,2.333333333e-05,2.550000000e-05,1.079350834e+03,5.077045220e+06
pi-1.50,2.354166667e-05,2.550000000e-05,1.079013073e+03,5.060015774e+06
pi-1.50,2.375000000e-05,2.550000000e-05,1.078675313e+03,5.042998145e+06
pi-1.50,2.395833333e-05,2.550000000e-05,1.078337552e+03,5.025992451e+06
pi-1.50,2.416666667e-05,2.550000000e-05,1.077999791e+03,5.008998815e+06
pi-1.50,2.437500000e-05,2.550000000e-05,1.077661477e+03,4.992082734e+06
pi-1.50,2.458333333e-05,2.550000000e-05,1.077321795e+03,4.975338990e+06
pi-1.50,2.479166667e-05,2.550000000e-05,1.076982113e+03,4.958604919e+06
pi-1.50,2.500000000e-05,2.550000000e-05,1.076642431e+03,4.941880617e+06
pi-1.50,0.000000000e+00,2.575000000e-05,1.101872379e+03,6.411985870e+06
pi-1.50,2.083333333e-07,2.575000000e-05,1.101866978e+03,6.411432114e+06
pi-1.50,4.166666667e-07,2.575000000e-05,1.101858903e+03,6.410740975e+06
pi-1.50,6.250000000e-07,2.575000000e-05,1.101845642e+03,6.409749115e+06
pi-1.50,8.333333333e-07,2.575000000e-05,1.101828001e+03,6.408471792e+06
pi-1.50,1.041666667e-06,2.575000000e-05,1.101805062e+03,6.406844673e+06
pi-1.50,1.250000000e-06,2.575000000e-05,1.101778744e+03,6.405057556e+06
pi-1.50,1.458333333e-06,2.575000000e-05,1.101744706e+03,6.402796484e+06
pi-1.50,1.666666667e-06,2.575000000e-05,1.101710667e+03,6.400614519e+06
pi-1.50,1.875000000e-06,2.575000000e-05,1.101666165e+03,6.397980781e+06
pi-1.50,2.083333333e-06,2.575000000e-05,1.101619942e+03,6.395327893e+06
pi-1.50,2.291666667e-06,2.575000000e-05,1.101570911e+03,6.392487442e+06
pi-1.50,2.500000000e-06,2.575000000e-05,1.101512900e+03,6.388906894e+06
pi-1.50,2.708333333e-06,2.575000000e-05,1.101454888e+03,6.385406392e+06
pi-1.50,2.916666667e-06,2.575000000e-05,1.101387512e+03,6.381193145e+06
pi-1.50,3.125000000e-06,2.575000000e-05,1.101319116e+03,6.376975847e+06
pi-1.50,3.333333333e-06,2.575000000e-05,1.101243011e+03,6.372206378e+06
pi-1.50,3.541666667e-06,2.575000000e-05,1.101165177e+03,6.367377122e+06
pi-1.50,3.750000000e-06,2.575000000e-05,1.101079804e+03,6.362009293e+06
pi-1.50,3.958333333e-06,2.575000000e-05,1.100991242e+03,6.356458514e+06
pi-1.50,4.166666667e-06,2.575000000e-05,1.100898545e+03,6.350646476e+06
pi-1.50,4.375000000e-06,2.575000000e-05,1.100800257e+03,6.344459237e+06
pi-1.50,4.583333333e-06,2.575000000e-05,1.100697518e+03,6.337985163e+06
pi-1.50,4.791666667e-06,2.575000000e-05,1.100590434e+03,6.331234901e+06
pi-1.50,5.000000000e-06,2.575000000e-05,1.100478991e+03,6.324026182e+06
pi-1.50,5.208333333e-06,2.575000000e-05,1.100362436e+03,6.316100571e+06
pi-1.50,5.416666667e-06,2.575000000e-05,1.100241574e+03,6.308389842e+06
pi-1.50,5.625000000e-06,2.575000000e-05,1.100116351e+03,6.300407186e+06
pi-1.50,5.833333333e-06,2.575000000e-05,1.099986914e+03,6.292162708e+06
pi-1.50,6.041666667e-06,2.575000000e-05,1.099853416e+03,6.283666517e+06
pi-1.50,6.250000000e-06,2.575000000e-05,1.099714345e+03,6.274811416e+06
pi-1.50,6.458333333e-06,2.575000000e-05,1.099571622e+03,6.265738585e+06
pi-1.50,6.666666667e-06,2.575000000e-05,1.099425759e+03,6.256487880e+06
pi-1.50,6.875000000e-06,2.575000000e-05,1.099273379e+03,6.246800901e+06
pi-1.50,7.083333333e-06,2.575000000e-05,1.099119717e+03,6.237135583e+06
pi-1.50,7.291666667e-06,2.575000000e-05,1.098958545e+03,6.227612788e+06
pi-1.50,7.500000000e-06,2.575000000e-05,1.098797373e+03,6.218153655e+06
pi-1.50,7.708333333e-06,2.575000000e-05,1.098627842e+03,6.208257144e+06
pi-1.50,7.916666667e-06,2.575000000e-05,1.098458311e+03,6.198422409e+06
pi-1.50,8.125000000e-06,2.575000000e-05,1.098281594e+03,6.187520625e+06
pi-1.50,8.333333333e-06,2.575000000e-05,1.098103676e+03,6.176552749e+06
pi-1.50,8.541666667e-06,2.575000000e-05,1.097919758e+03,6.165184835e+06
pi-1.50,8.750000000e-06,2.575000000e-05,1.097733046e+03,6.153675370e+06
pi-1.50,8.958333333e-06,2.575000000e-05,1.097543090e+03,6.141988848e+06
pi-1.50,9.166666667e-06,2.575000000e-05,1.097348323e+03,6.129989324e+06
pi-1.50,9.375000000e-06,2.575000000e-05,1.097150143e+03,6.117801258e+06
pi-1.50,9.583333333e-06,2.575000000e-05,1.096948480e+03,6.105416632e+06
pi-1.50,9.791666667e-06,2.575000000e-05,1.096743284e+03,6.092829388e+06
pi-1.50,1.000000000e-05,2.575000000e-05,1.096534671e+03,6.079382824e+06
pi-1.50,1.020833333e-05,2.575000000e-05,1.096322068e+03,6.065814710e+06
pi-1.50,1.041666667e-05,2.575000000e-05,1.096106147e+03,6.052555028e+06
pi-1.50,1.062500000e-05,2.575000000e-05,1.095886915e+03,6.039127756e+06
pi-1.50,1.083333333e-05,2.575000000e-05,1.095664541e+03,6.025525244e+06
pi-1.50,1.104166667e-05,2.575000000e-05,1.095438715e+03,6.011733709e+06
pi-1.50,1.125000000e-05,2.575000000e-05,1.095209120e+03,5.997747338e+06
pi-1.50,1.145833333e-05,2.575000000e-05,1.094977001e+03,5.983636494e+06
pi-1.50,1.166666667e-05,2.575000000e-05,1.094741756e+03,5.969351432e+06
pi-1.50,1.187500000e-05,2.575000000e-05,1.094502704e+03,5.954869610e+06
pi-1.50,1.208333333e-05,2.575000000e-05,1.094262018e+03,5.940332704e+06
pi-1.50,1.229166667e-05,2.575000000e-05,1.094016499e+03,5.925520504e+06
pi-1.50,1.250000000e-05,2.575000000e-05,1.093769853e+03,5.910682451e+06
pi-1.50,1.270833333e-05,2.575000000e-05,1.093518841e+03,5.895614058e+06
pi-1.50,1.291666667e-05,2.575000000e-05,1.093265704e+03,5.880457387e+06
pi-1.50,1.312500000e-05,2.575000000e-05,1.093010804e+03,5.865235419e+06
pi-1.50,1.333333333e-05,2.575000000e-05,1.092750649e+03,5.849721078e+06
pi-1.50,1.354166667e-05,2.575000000e-05,1.092490495e+03,5.834252699e+06
pi-1.50,1.375000000e-05,2.575000000e-05,1.092226498e+03,5.818607614e+06
pi-1.50,1.395833333e-05,2.575000000e-05,1.091958821e+03,5.802792614e+06
pi-1.50,1.416666667e-05,2.575000000e-05,1.091691144e+03,5.787020770e+06
pi-1.50,1.437500000e-05,2.575000000e-05,1.091420228e+03,5.771094027e+06
pi-1.50,1.458333333e-05,2.575000000e-05,1.091144576e+03,5.754918134e+06
pi-1.50,1.479166667e-05,2.575000000e-05,1.090868924e+03,5.738782426e+06
pi-1.50,1.500000000e-05,2.575000000e-05,1.090593272e+03,5.722687244e+06
pi-1.50,1.520833333e-05,2.575000000e-05,1.090310154e+03,5.706245166e+06
pi-1.50,1.541666667e-05,2.575000000e-05,1.090026159e+03,5.689794392e+06
pi-1.50,1.562500000e-05,2.575000000e-05,1.089742165e+03,5.673380495e+06
pi-1.50,1.583333333e-05,2.575000000e-05,1.089458171e+03,5.657003797e+06
pi-1.50,1.604166667e-05,2.575000000e-05,1.089166300e+03,5.641154501e+06
pi-1.50,1.625000000e-05,2.575000000e-05,1.088873721e+03,5.625379090e+06
pi-1.50,1.645833333e-05,2.575000000e-05,1.088581143e+03,5.609633431e+06
pi-1.50,1.666666667e-05,2.575000000e-05,1.088288564e+03,5.593917774e+06
pi-1.50,1.687500000e-05,2.575000000e-05,1.087992568e+03,5.578255021e+06
pi-1.50,1.708333333e-05,2.575000000e-05,1.087691772e+03,5.562650904e+06
pi-1.50,1.729166667e-05,2.575000000e-05,1.087390977e+03,5.547072333e+06
pi-1.50,1.750000000e-05,2.575000000e-05,1.087090181e+03,5.531519524e+06
pi-1.50,1.770833333e-05,2.575000000e-05,1.086789385e+03,5.515992695e+06
pi-1.50,1.791666667e-05,2.575000000e-05,1.086482895e+03,5.499290942e+06
pi-1.50,1.812500000e-05,2.575000000e-05,1.086175193e+03,5.482360057e+06
pi-1.50,1.833333333e-05,2.575000000e-05,1.085867491e+03,5.465456004e+06
pi-1.50,1.854166667e-05,2.575000000e-05,1.085559789e+03,5.448579033e+06
pi-1.50,1.875000000e-05,2.575000000e-05,1.085247993e+03,5.431545374e+06
pi-1.50,1.895833333e-05,2.575000000e-05,1.084934901e+03,5.414478016e+06
pi-1.50,1.916666667e-05,2.575000000e-05,1.084621809e+03,5.397435054e+06
pi-1.50,1.937500000e-05,2.575000000e-05,1.084307990e+03,5.380221869e+06
pi-1.50,1.958333333e-05,2.575000000e-05,1.083990674e+03,5.362096021e+06
pi-1.50,1.979166667e-05,2.575000000e-05,1.083673357e+03,5.343994855e+06
pi-1.50,2.000000000e-05,2.575000000e-05,1.083356041e+03,5.325918621e+06
pi-1.50,2.020833333e-05,2.575000000e-05,1.083035197e+03,5.307795523e+06
pi-1.50,2.041666667e-05,2.575000000e-05,1.082714353e+03,5.289694683e+06
pi-1.50,2.062500000e-05,2.575000000e-05,1.082393509e+03,5.271616330e+06
pi-1.50,2.083333333e-05,2.575000000e-05,1.082069951e+03,5.254311115e+06
pi-1.50,2.104166667e-05,2.575000000e-05,1.081745793e+03,5.237189880e+06
pi-1.50,2.125000000e-05,2.575000000e-05,1.081421636e+03,5.220086728e+06
pi-1.50,2.145833333e-05,2.575000000e-05,1.081096777e+03,5.203006751e+06
pi-1.50,2.166666667e-05,2.575000000e-05,1.080769404e+03,5.185961190e+06
pi-1.50,2.187500000e-05,2.575000000e-05,1.080442030e+03,5.168931541e+06
pi-1.50,2.208333333e-05,2.575000000e-05,1.080114656e+03,5.151917963e+06
pi-1.50,2.229166667e-05,2.575000000e-05,1.079786867e+03,5.134930044e+06
pi-1.50,2.250000000e-05,2.575000000e-05,1.079456498e+03,5.118015520e+06
pi-1.50,2.270833333e-05,2.575000000e-05,1.079126130e+03,5.101114796e+06
pi-1.50,2.291666667e-05,2.575000000e-05,1.078795761e+03,5.084228008e+06
pi-1.50,2.312500000e-05,2.575000000e-05,1.078465392e+03,5.067355297e+06
pi-1.50,2.333333333e-05,2.575000000e-05,1.078133665e+03,5.050564333e+06
pi-1.50,2.354166667e-05,2.575000000e-05,1.077800679e+03,5.033848292e+06
pi-1.50,2.375000000e-05,2.575000000e-05,1.077467692e+03,5.017143986e+06
pi-1.50,2.395833333e-05,2.575000000e-05,1.077134706e+03,5.000451531e+06
pi-1.50,2.416666667e-05,2.575000000e-05,1.076801719e+03,4.983771046e+06
pi-1.50,2.437500000e-05,2.575000000e-05,1.076468142e+03,4.967163201e+06
pi-1.50,2.458333333e-05,2.575000000e-05,1.076133102e+03,4.950715690e+06
pi-1.50,2.479166667e-05,2.575000000e-05,1.075798062e+03,4.934277809e+06
pi-1.50,2.500000000e-05,2.575000000e-05,1.075463022e+03,4.917849652e+06
pi-1.50,0.000000000e+00,2.600000000e-05,1.100227759e+03,6.352497935e+06
pi-1.50,2.083333333e-07,2.600000000e-05,1.100222475e+03,6.351960400e+06
pi-1.50,4.166666667e-07,2.600000000e-05,1.100214576e+03,6.351289365e+06
pi-1.50,6.250000000e-07,2.600000000e-05,1.100201603e+03,6.350326299e+06
pi-1.50,8.333333333e-07,2.600000000e-05,1.100184345e+03,6.349085988e+06
pi-1.50,1.041666667e-06,2.600000000e-05,1.100161903e+03,6.347505976e+06
pi-1.50,1.250000000e-06,2.600000000e-05,1.100136156e+03,6.345770434e+06
pi-1.50,1.458333333e-06,2.600000000e-05,1.100102855e+03,6.343574810e+06
pi-1.50,1.666666667e-06,2.600000000e-05,1.100069555e+03,6.341455628e+06
pi-1.50,1.875000000e-06,2.600000000e-05,1.100026016e+03,6.338897996e+06
pi-1.50,2.083333333e-06,2.600000000e-05,1.099980793e+03,6.336321554e+06
pi-1.50,2.291666667e-06,2.600000000e-05,1.099932823e+03,6.333562795e+06
pi-1.50,2.500000000e-06,2.600000000e-05,1.099876064e+03,6.330085432e+06
pi-1.50,2.708333333e-06,2.600000000e-05,1.099819306e+03,6.326685435e+06
pi-1.50,2.916666667e-06,2.600000000e-05,1.099753382e+03,6.322593403e+06
pi-1.50,3.125000000e-06,2.600000000e-05,1.099686461e+03,6.318497120e+06
pi-1.50,3.333333333e-06,2.600000000e-05,1.099611993e+03,6.313864586e+06
pi-1.50,3.541666667e-06,2.600000000e-05,1.099535834e+03,6.309173701e+06
pi-1.50,3.750000000e-06,2.600000000e-05,1.099452294e+03,6.303959694e+06
pi-1.50,3.958333333e-06,2.600000000e-05,1.099365632e+03,6.298567738e+06
pi-1.50,4.166666667e-06,2.600000000e-05,1.099274921e+03,6.292921811e+06
pi-1.50,4.375000000e-06,2.600000000e-05,1.099178734e+03,6.286911249e+06
pi-1.50,4.583333333e-06,2.600000000e-05,1.099078189e+03,6.280621812e+06
pi-1.50,4.791666667e-06,2.600000000e-05,1.098973389e+03,6.274063811e+06
pi-1.50,5.000000000e-06,2.600000000e-05,1.098864319e+03,6.267060131e+06
pi-1.50,5.208333333e-06,2.600000000e-05,1.098750240e+03,6.259359605e+06
pi-1.50,5.416666667e-06,2.600000000e-05,1.098631942e+03,6.251867504e+06
pi-1.50,5.625000000e-06,2.600000000e-05,1.098509371e+03,6.244110820e+06
pi-1.50,5.833333333e-06,2.600000000e-05,1.098382669e+03,6.236099335e+06
pi-1.50,6.041666667e-06,2.600000000e-05,1.098251987e+03,6.227842846e+06
pi-1.50,6.250000000e-06,2.600000000e-05,1.098115842e+03,6.219237068e+06
pi-1.50,6.458333333e-06,2.600000000e-05,1.097976116e+03,6.210419212e+06
pi-1.50,6.666666667e-06,2.600000000e-05,1.097833311e+03,6.201428047e+06
pi-1.50,6.875000000e-06,2.600000000e-05,1.097684115e+03,6.192012127e+06
pi-1.50,7.083333333e-06,2.600000000e-05,1.097533661e+03,6.182616909e+06
pi-1.50,7.291666667e-06,2.600000000e-05,1.097375839e+03,6.173359444e+06
pi-1.50,7.500000000e-06,2.600000000e-05,1.097218017e+03,6.164163649e+06
pi-1.50,7.708333333e-06,2.600000000e-05,1.097051991e+03,6.154541745e+06
pi-1.50,7.916666667e-06,2.600000000e-05,1.096885965e+03,6.144979700e+06
pi-1.50,8.125000000e-06,2.600000000e-05,1.096712884e+03,6.134379142e+06
pi-1.50,8.333333333e-06,2.600000000e-05,1.096538624e+03,6.123713946e+06
pi-1.50,8.541666667e-06,2.600000000e-05,1.096358470e+03,6.112658654e+06
pi-1.50,8.750000000e-06,2.600000000e-05,1.096175571e+03,6.101465019e+06
pi-1.50,8.958333333e-06,2.600000000e-05,1.095989485e+03,6.090098445e+06
pi-1.50,9.166666667e-06,2.600000000e-05,1.095798671e+03,6.078426324e+06
pi-1.50,9.375000000e-06,2.600000000e-05,1.095604500e+03,6.066569900e+06
pi-1.50,9.583333333e-06,2.600000000e-05,1.095406905e+03,6.054521310e+06
pi-1.50,9.791666667e-06,2.600000000e-05,1.095205837e+03,6.042274588e+06
pi-1.50,1.000000000e-05,2.600000000e-05,1.095001405e+03,6.029190646e+06
pi-1.50,1.020833333e-05,2.600000000e-05,1.094793047e+03,6.015986996e+06
pi-1.50,1.041666667e-05,2.600000000e-05,1.094581423e+03,6.003082302e+06
pi-1.50,1.062500000e-05,2.600000000e-05,1.094366540e+03,5.990013307e+06
pi-1.50,1.083333333e-05,2.600000000e-05,1.094148562e+03,5.976772561e+06
pi-1.50,1.104166667e-05,2.600000000e-05,1.093927183e+03,5.963346464e+06
pi-1.50,1.125000000e-05,2.600000000e-05,1.093702090e+03,5.949729122e+06
pi-1.50,1.145833333e-05,2.600000000e-05,1.093474509e+03,5.935989459e+06
pi-1.50,1.166666667e-05,2.600000000e-05,1.093243845e+03,5.922078770e+06
pi-1.50,1.187500000e-05,2.600000000e-05,1.093009426e+03,5.907974630e+06
pi-1.50,1.208333333e-05,2.600000000e-05,1.092773395e+03,5.893816046e+06
pi-1.50,1.229166667e-05,2.600000000e-05,1.092532594e+03,5.879386793e+06
pi-1.50,1.250000000e-05,2.600000000e-05,1.092290679e+03,5.864931759e+06
pi-1.50,1.270833333e-05,2.600000000e-05,1.092044453e+03,5.850249799e+06
pi-1.50,1.291666667e-05,2.600000000e-05,1.091796127e+03,5.835480621e+06
pi-1.50,1.312500000e-05,2.600000000e-05,1.091546057e+03,5.820646672e+06
pi-1.50,1.333333333e-05,2.600000000e-05,1.091290792e+03,5.805524457e+06
pi-1.50,1.354166667e-05,2.600000000e-05,1.091035528e+03,5.790447055e+06
pi-1.50,1.375000000e-05,2.600000000e-05,1.090776460e+03,5.775194638e+06
pi-1.50,1.395833333e-05,2.600000000e-05,1.090513749e+03,5.759773980e+06
pi-1.50,1.416666667e-05,2.600000000e-05,1.090251038e+03,5.744395434e+06
pi-1.50,1.437500000e-05,2.600000000e-05,1.089985117e+03,5.728863201e+06
pi-1.50,1.458333333e-05,2.600000000e-05,1.089714502e+03,5.713084178e+06
pi-1.50,1.479166667e-05,2.600000000e-05,1.089443887e+03,5.697344410e+06
