# Bahnen im r-z-Schnitt.  Jede Zeile ist ein Bahnpunkt; die Bahnen sind
# durch Neustarten der Integration mit wachsender Schrittzahl abgetastet,
# damit die Datei nicht die ganze Historie tragen muss.
case,particle,step,r_m,z_m
anion_ohne_raumladung,40,13073,9.878048780e-06,3.809024181e-05
anion_ohne_raumladung,40,13427,9.878048780e-06,4.017555203e-05
anion_ohne_raumladung,40,13780,9.878048780e-06,4.231044889e-05
anion_ohne_raumladung,40,14133,9.878048780e-06,4.450074462e-05
anion_ohne_raumladung,40,14486,9.878048780e-06,4.674643922e-05
anion_ohne_raumladung,40,14840,9.878048780e-06,4.905413007e-05
anion_ohne_raumladung,40,15193,9.878048780e-06,5.141077936e-05
anion_ohne_raumladung,40,15546,9.878048780e-06,5.382282753e-05
anion_ohne_raumladung,40,15900,9.878048780e-06,5.629734320e-05
anion_ohne_raumladung,40,16253,9.878048780e-06,5.882034605e-05
anion_ohne_raumladung,40,16606,9.878048780e-06,6.139874777e-05
anion_ohne_raumladung,40,16960,9.878048780e-06,6.404008826e-05
anion_ohne_raumladung,40,17313,9.878048780e-06,6.672944467e-05
anion_ohne_raumladung,40,17666,9.878048780e-06,6.947419996e-05
anion_ohne_raumladung,40,18020,9.878048780e-06,7.228236526e-05
anion_ohne_raumladung,40,18373,9.878048780e-06,7.513807523e-05
anion_ohne_raumladung,40,18726,9.878048780e-06,7.804918408e-05
anion_ohne_raumladung,40,19080,9.878048780e-06,8.102417420e-05
anion_ohne_raumladung,40,19433,9.878048780e-06,8.404623774e-05
anion_ohne_raumladung,40,19786,9.878048780e-06,8.712370015e-05
anion_ohne_raumladung,40,20140,9.878048780e-06,9.026551508e-05
anion_ohne_raumladung,40,20493,9.878048780e-06,9.345393218e-05
anion_ohne_raumladung,40,20846,9.878048780e-06,9.669774815e-05
anion_ohne_raumladung,40,21200,9.878048780e-06,1.000000000e-04
